method,run,seed,cost
BFO,5,4,2364276.078618093
BFO,6,5,2252704.173714621
BFO,7,6,588483.16766555
BFO,8,7,1001353.3586677565
BFO,9,8,1696757.572672197
BFO,10,9,1177125.9071923194
BFO,11,10,1232648.3238082917
BFO,12,11,1188218.6658324518
BFO,13,12,2173808.9017650387
BFO,14,13,533918.9280015965
BFO,15,14,1312063.3031851894
BFO,16,15,2200166.196317427
BFO,17,16,3293082.1386971846
BFO,18,17,231976.32717918474
BFO,19,18,1126429.5587361872
BFO,20,19,567453.6463758141
BFO,21,20,1646459.712732382
BFO,22,21,1255160.4799778287
BFO,23,22,2228193.3020544504
BFO,24,23,193853.58347085016
BFO,25,24,204931.98250976615
BFO,26,25,1276689.8639935036
BFO,27,26,1240102.7660258338
BFO,28,27,1217240.55392997
BFO,29,28,1557393.381347098
BFO,30,29,1220521.8066980618
BFO,31,30,2468862.098730422
BFO,32,31,434149.8607724694
BFO,33,32,249928.39942437797
BFO,34,33,3127861.9668544196
BFO,35,34,2472340.6345039657
BFO,36,35,362373.9866091089
BFO,37,36,1398892.8929866531
BFO,38,37,290967.39946597884
BFO,39,38,1363537.186412806
BFO,40,39,1279550.1605180588
BFO,41,40,1267911.8379195507
BFO,42,41,613422.865770789
BFO,43,42,257018.0189886477
BFO,44,43,1285243.637020897
BFO,45,44,397378.7911485424
BFO,46,45,1519193.7994197432
BFO,47,46,238607.18669931966
BFO,48,47,1756025.7638201776
BFO,49,48,598839.6572558654
BFO,50,49,1219171.3875763114
BFO,51,50,2305257.8024760797
BFO,52,51,302098.0747626866
BFO,53,52,3255338.95520875
BFO,54,53,1358818.713851506
BFO,55,54,575300.3164205723
BFO,56,55,1307065.2546368814
BFO,57,56,2297501.769113048
BFO,58,57,1390382.0794510297
BFO,59,58,348022.63132550835
BFO,60,59,2459117.8283706866
BFO,61,60,199330.165124849
BFO,62,61,4187102.0363786034
BFO,63,62,3408776.2456904124
BFO,64,63,1422690.6085789572
BFO,65,64,1741107.645513317
BFO,66,65,346065.00608477584
BFO,67,66,221885.08393028012
BFO,68,67,2263358.9707185375
BFO,69,68,1101312.9094249804
BFO,70,69,162274.0446517974
BFO,71,70,1322834.5901508688
BFO,72,71,2264218.9711389025
BFO,73,72,354482.6663644836
BFO,74,73,1875257.5829525301
BFO,75,74,1206302.7028515884
BFO,76,75,1596284.8742024258
BFO,77,76,1453756.7793079333
BFO,78,77,3195223.7562877084
BFO,79,78,1217817.2873838518
BFO,80,79,204829.28053171636
BFO,81,80,502142.09566218837
BFO,82,81,323688.4642145583
BFO,83,82,1245267.7701928085
BFO,84,83,1238996.7166709749
BFO,85,84,2203653.8541893307
BFO,86,85,1225505.204780887
BFO,87,86,528793.453366641
BFO,88,87,3249669.65585488
BFO,89,88,1976411.7572902825
BFO,90,89,1123728.3316326898
BFO,91,90,2299025.3059950094
BFO,92,91,1213615.6482987385
BFO,93,92,1525710.7455809906
BFO,94,93,881840.243410013
BFO,95,94,640643.3422612111
BFO,96,95,2895885.3767879894
BFO,97,96,1225913.8439862672
BFO,98,97,2439580.400488685
BFO,99,98,1230161.7269189104
BFO,100,99,238630.7327946108
FSS,1,0,179830.93467820444
FSS,2,1,195566.84119836922
FSS,3,2,98386.07491613664
FSS,4,3,201772.6736620299
FSS,5,4,202315.73090196124
FSS,6,5,252928.03303606095
FSS,7,6,153372.20591528987
FSS,8,7,247223.2242585646
FSS,9,8,256493.36797264396
FSS,10,9,151183.08473034506
FSS,11,10,198884.9496207629
FSS,12,11,181574.03129605108
FSS,13,12,173916.46690655407
FSS,14,13,171428.61290337407
FSS,15,14,203192.8534924268
FSS,16,15,168048.44507455468
FSS,17,16,1153724.883753484
FSS,18,17,165174.57192095122
FSS,19,18,154550.9941663817
FSS,20,19,194162.89200972536
FSS,21,20,153768.73464167348
FSS,22,21,105394.50251891065
FSS,23,22,206007.44205715915
FSS,24,23,157757.2047583925
FSS,25,24,121279.86186967262
FSS,26,25,161986.49519952698
FSS,27,26,167549.02442007628
FSS,28,27,141794.59136971363
FSS,29,28,252606.92757366868
FSS,30,29,229245.98629004398
FSS,31,30,235407.05906058467
FSS,32,31,203456.7124760061
FSS,33,32,207735.50327904237
FSS,34,33,161077.97961737844
FSS,35,34,212371.73593257356
FSS,36,35,169099.72419121314
FSS,37,36,195669.27396384423
FSS,38,37,160737.66367669057
FSS,39,38,178363.14867821863
FSS,40,39,200061.2422764118
FSS,41,40,234905.348284518
FSS,42,41,185079.86122643287
FSS,43,42,169739.0381317414
FSS,44,43,147165.44122887243
FSS,45,44,160063.72902939774
FSS,46,45,224531.30856140322
FSS,47,46,147586.3665962076
FSS,48,47,216491.71866139746
FSS,49,48,164221.74411291076
FSS,50,49,101796.5621090602
FSS,51,50,194947.68133231447
FSS,52,51,166697.3225600584
FSS,53,52,242352.5472744107
FSS,54,53,241208.12674705795
FSS,55,54,187836.7958054201
FSS,56,55,190688.29440944665
FSS,57,56,253364.88997184928
FSS,58,57,202458.97516240206
FSS,59,58,215819.10233842005
FSS,60,59,181801.1438766511
FSS,61,60,119206.6439952688
FSS,62,61,172914.90927583398
FSS,63,62,246050.15164320654
FSS,64,63,201838.83513379397
FSS,65,64,204248.8138915673
FSS,66,65,172984.81172547923
FSS,67,66,162299.3562475273
FSS,68,67,177902.1269746491
FSS,69,68,171984.54848805824
FSS,70,69,144605.57442097735
FSS,71,70,155691.182056958
FSS,72,71,176663.8588066417
FSS,73,72,188320.90023735937
FSS,74,73,248871.55773183345
FSS,75,74,167313.36806900406
FSS,76,75,207954.75846280245
FSS,77,76,216259.01212933403
FSS,78,77,181626.6376881395
FSS,79,78,168138.64536300476
FSS,80,79,98846.44955969084
FSS,81,80,170106.51507921287
FSS,82,81,199481.84875992793
FSS,83,82,218504.6043493437
FSS,84,83,186015.880874471
FSS,85,84,242130.26691293702
FSS,86,85,161975.08230923614
FSS,87,86,223158.50019961782
FSS,88,87,139722.22102360462
FSS,89,88,244884.58988207384
FSS,90,89,161335.3513884846
FSS,91,90,157785.9634312983
FSS,92,91,154366.28977054972
FSS,93,92,169638.12331042983
FSS,94,93,194795.90799207694
FSS,95,94,201475.43257850458
FSS,96,95,188795.6649448824
FSS,97,96,197425.3106765569
FSS,98,97,189781.9956410937
FSS,99,98,190755.54372084135
FSS,100,99,119350.35598590971
Mayfly,1,0,236052.6274382516
Mayfly,2,1,252303.33776037907
Mayfly,3,2,103177.46379534632
Mayfly,4,3,2189751.3674084493
Mayfly,5,4,251754.14988253432
Mayfly,6,5,173925.76185146335
Mayfly,7,6,137564.4515209009
Mayfly,8,7,250570.79169494807
Mayfly,9,8,256287.7790499592
Mayfly,10,9,144645.85553778106
Mayfly,11,10,1141134.8947932466
Mayfly,12,11,199455.45349416326
Mayfly,13,12,167518.6821741175
Mayfly,14,13,188910.99143421935
Mayfly,15,14,203473.91304867473
Mayfly,16,15,161981.6131657755
Mayfly,17,16,169852.94274491494
Mayfly,18,17,2253589.4486182514
Mayfly,19,18,166168.78637567745
Mayfly,20,19,174845.91420936803
Mayfly,21,20,215283.4538706072
Mayfly,22,21,1284903.5472367047
Mayfly,23,22,160948.32252775063
Mayfly,24,23,156890.970174523
Mayfly,25,24,119128.93374843971
Mayfly,26,25,250105.69087595143
Mayfly,27,26,221765.41016693605
Mayfly,28,27,163101.68545157276
Mayfly,29,28,197237.41066779575
Mayfly,30,29,251838.31590714952
Mayfly,31,30,180893.4977108988
Mayfly,32,31,168244.06718529877
Mayfly,33,32,205913.55473871916
Mayfly,34,33,2093064.0734078295
Mayfly,35,34,251847.25855883525
Mayfly,36,35,144737.52997694263
Mayfly,37,36,251883.61802493065
Mayfly,38,37,156139.69547861672
Mayfly,39,38,173686.15936331116
Mayfly,40,39,228223.45755671954
Mayfly,41,40,236799.20323339055
Mayfly,42,41,181621.58466364988
Mayfly,43,42,168089.38697025998
Mayfly,44,43,250244.81258023897
Mayfly,45,44,1101652.8316747493
Mayfly,46,45,213459.07123551192
Mayfly,47,46,181907.99427798865
Mayfly,48,47,163413.4076696613
Mayfly,49,48,161629.58970033668
Mayfly,50,49,170825.39579297366
Mayfly,51,50,251943.70788199725
Mayfly,52,51,192414.65469070044
Mayfly,53,52,189698.51855320876
Mayfly,54,53,252368.2270157772
Mayfly,55,54,157446.22906721066
Mayfly,56,55,190509.7738465541
Mayfly,57,56,201247.77557404104
Mayfly,58,57,173401.7528873709
Mayfly,59,58,213235.8453243628
Mayfly,60,59,194908.63666165658
Mayfly,61,60,118322.19555251265
Mayfly,62,61,3102524.1572955134
Mayfly,63,62,251255.05177151537
Mayfly,64,63,241266.09375873482
Mayfly,65,64,251082.46747100184
Mayfly,66,65,172723.9916786874
Mayfly,67,66,179066.67646668325
Mayfly,68,67,251424.99973732806
Mayfly,69,68,1083600.6458162009
Mayfly,70,69,209274.43898346837
Mayfly,71,70,234138.65132595407
Mayfly,72,71,180093.2610541445
Mayfly,73,72,152731.6875656985
Mayfly,74,73,251499.46776923657
Mayfly,75,74,251007.11687864078
Mayfly,76,75,210834.45928239243
Mayfly,77,76,178717.22251081734
Mayfly,78,77,246323.03274316032
Mayfly,79,78,1132432.2339871877
Mayfly,80,79,101181.34860070913
Mayfly,81,80,160816.5909825189
Mayfly,82,81,140495.9702626275
Mayfly,83,82,187048.35902815338
Mayfly,84,83,155198.4862307198
Mayfly,85,84,1115821.4615282484
Mayfly,86,85,184668.29704752367
Mayfly,87,86,223898.017261978
Mayfly,88,87,250772.02271419548
Mayfly,89,88,230489.911051633
Mayfly,90,89,1121245.762322156
Mayfly,91,90,250084.69361046384
Mayfly,92,91,151119.95800871192
Mayfly,93,92,251136.96962084578
Mayfly,94,93,207134.7600635468
Mayfly,95,94,226913.10290156127
Mayfly,96,95,1149122.9532001368
Mayfly,97,96,192266.7371217178
Mayfly,98,97,153281.96167736084
Mayfly,99,98,188351.33758649632
Mayfly,100,99,300045.251180456
PFA,1,0,183833.95010386192
PFA,2,1,499077.9367757747
PFA,3,2,119763.43919497814
PFA,4,3,254636.14772526117
PFA,5,4,255042.93425689227
PFA,6,5,412603.92835756997
PFA,7,6,254092.9342686998
PFA,8,7,256526.93021101414
PFA,9,8,553713.576068017
PFA,10,9,226675.45469181737
PFA,11,10,251953.5149377315
PFA,12,11,185102.84658415464
PFA,13,12,255327.62272870188
PFA,14,13,255580.90918561968
PFA,15,14,254165.20950323908
PFA,16,15,255078.45404477167
PFA,17,16,1238634.2921850795
PFA,18,17,256978.47843679396
PFA,19,18,196642.81750423845
PFA,20,19,164714.55345920307
PFA,21,20,181744.6870465592
PFA,22,21,130979.01016183895
PFA,23,22,252771.30243256773
PFA,24,23,166504.57837283812
PFA,25,24,228993.30181234592
PFA,26,25,254882.7999838665
PFA,27,26,228425.67334330396
PFA,28,27,252627.5603178558
PFA,29,28,810303.7049259598
PFA,30,29,255200.38710335724
PFA,31,30,273914.8409899469
PFA,32,31,181404.09803658002
PFA,33,32,212055.4801412332
PFA,34,33,254950.58064879937
PFA,35,34,401285.8432210276
PFA,36,35,232453.29267682452
PFA,37,36,389147.24941971607
PFA,38,37,257266.68958479195
PFA,39,38,254295.89231085728
PFA,40,39,259872.69274115603
PFA,41,40,256164.50984648467
PFA,42,41,249600.73724605746
PFA,43,42,175886.94003380806
PFA,44,43,134348.96040593224
PFA,45,44,165880.90149963682
PFA,46,45,627001.135645051
PFA,47,46,254854.0540447299
PFA,48,47,285392.88249380275
PFA,49,48,156401.11401494298
PFA,50,49,227464.28785409135
PFA,51,50,253862.09168540477
PFA,52,51,168601.26666450538
PFA,53,52,680304.7505649183
PFA,54,53,255008.73780093685
PFA,55,54,260877.09011038142
PFA,56,55,249347.48554223654
PFA,57,56,254913.31004405365
PFA,58,57,251495.04196469332
PFA,59,58,252136.58712289398
PFA,60,59,255360.94485728326
PFA,61,60,126099.17347981464
PFA,62,61,1254041.972652853
PFA,63,62,253932.06799418357
PFA,64,63,204575.3909373757
PFA,65,64,621657.0622040974
PFA,66,65,224946.71161907658
PFA,67,66,163718.6655727449
PFA,68,67,308939.5515917533
PFA,69,68,245448.0433768439
PFA,70,69,144893.26620723875
PFA,71,70,254346.823967062
PFA,72,71,178095.04386505135
PFA,73,72,255142.46359792823
PFA,74,73,254350.1913168426
PFA,75,74,181798.76047493055
PFA,76,75,262303.7129364759
PFA,77,76,252692.304322313
PFA,78,77,255056.86756894036
PFA,79,78,212379.05468124134
PFA,80,79,119379.41687608385
PFA,81,80,249044.54556945298
PFA,82,81,255524.86747490405
PFA,83,82,245132.8633240094
PFA,84,83,251201.07473151633
PFA,85,84,254475.35299541109
PFA,86,85,254786.11455284036
PFA,87,86,230455.3344456954
PFA,88,87,255337.14146697507
PFA,89,88,549638.1591623337
PFA,90,89,230004.89789101022
PFA,91,90,208819.12743464898
PFA,92,91,252089.82217495446
PFA,93,92,255177.21927652243
PFA,94,93,227132.59259582066
PFA,95,94,252222.96770362993
PFA,96,95,254237.5169787746
PFA,97,96,203174.83150197103
PFA,98,97,250384.67467423013
PFA,99,98,224001.22070545386
PFA,100,99,182456.23882335098
HOA,1,0,1196935.5496786027
HOA,2,1,331271.48191276717
HOA,3,2,222531.0496493836
HOA,4,3,2451950.0995704103
HOA,5,4,3574580.2132163807
HOA,6,5,1379172.0925272473
HOA,7,6,1466361.2403256656
HOA,8,7,1558453.5641028269
HOA,9,8,3514578.344072927
HOA,10,9,1226956.1162325633
HOA,11,10,2219001.1271120487
HOA,12,11,1308679.8361787077
HOA,13,12,4233570.05217164
HOA,14,13,2345533.711104041
HOA,15,14,1400713.9905058234
HOA,16,15,2387808.941689691
HOA,17,16,5259694.718918394
HOA,18,17,2229761.006670731
HOA,19,18,1156566.3890521808
HOA,20,19,2281232.907586268
HOA,21,20,1358784.0489156446
HOA,22,21,1389913.9994368071
HOA,23,22,2290840.862272617
HOA,24,23,303750.5401186468
HOA,25,24,301000.6399336979
HOA,26,25,2440629.8341195714
HOA,27,26,2237818.6337321685
HOA,28,27,2204987.662553033
HOA,29,28,3648930.4206672907
HOA,30,29,3298445.73022656
HOA,31,30,4420913.454632221
HOA,32,31,1746269.77316906
HOA,33,32,1284468.2629602384
HOA,34,33,3180065.569657508
HOA,35,34,1446759.8454910188
HOA,36,35,1411655.0956272434
HOA,37,36,3344754.680634951
HOA,38,37,278317.2071109232
HOA,39,38,2230320.452921251
HOA,40,39,2336874.4520458495
HOA,41,40,2199879.7450856823
HOA,42,41,1511929.8736450658
HOA,43,42,240057.10197837785
HOA,44,43,2149255.402046302
HOA,45,44,1249026.7385669595
HOA,46,45,2669803.8033235758
HOA,47,46,334652.6671473428
HOA,48,47,1746062.322396662
HOA,49,48,1320241.6147562936
HOA,50,49,1205004.1592440656
HOA,51,50,2849896.4154713643
HOA,52,51,218838.10665103426
HOA,53,52,4479388.28400059
HOA,54,53,1684460.2490772784
HOA,55,54,622505.0109680525
HOA,56,55,1353252.0061313058
HOA,57,56,3616236.264415375
HOA,58,57,3485613.8983836626
HOA,59,58,339537.73057371867
HOA,60,59,2528933.117062188
HOA,61,60,148181.33157840246
HOA,62,61,4194496.081448718
HOA,63,62,3216185.990358011
HOA,64,63,2220637.871537538
HOA,65,64,2981162.614586359
HOA,66,65,1480616.441203419
HOA,67,66,1186469.5682322567
HOA,68,67,2800614.5978235235
HOA,69,68,1103563.0704931994
HOA,70,69,219710.4475595034
HOA,71,70,2246512.8515362903
HOA,72,71,2229286.2876762836
HOA,73,72,2189439.405205869
HOA,74,73,3819899.3381138104
HOA,75,74,2383852.0345563865
HOA,76,75,2576243.650541767
HOA,77,76,2344702.7674638284
HOA,78,77,5447620.285294527
HOA,79,78,1367982.312868727
HOA,80,79,218766.08229827872
HOA,81,80,2442287.87003508
HOA,82,81,2329450.5639345255
HOA,83,82,3466153.23804993
HOA,84,83,4177082.820033382
HOA,85,84,3279456.086427871
HOA,86,85,2370477.853486949
HOA,87,86,2051575.0148031355
HOA,88,87,3229280.865632835
HOA,89,88,2799523.4246326094
HOA,90,89,2157010.356223161
HOA,91,90,3450973.2662553503
HOA,92,91,2441339.0426880065
HOA,93,92,1330885.1474736736
HOA,94,93,1533522.55863813
HOA,95,94,666001.9122522213
HOA,96,95,4396336.533156528
HOA,97,96,3201051.0812907144
HOA,98,97,2525400.2970458744
HOA,99,98,2391505.9096160037
HOA,100,99,196497.02757366546
APO,1,0,175128.85970233264
APO,2,1,198205.5529702528
APO,3,2,92985.58227639098
APO,4,3,196064.7901492428
APO,5,4,244001.77902464665
APO,6,5,174766.43962870282
APO,7,6,142434.54492801576
APO,8,7,241091.8076198182
APO,9,8,266285.4548240197
APO,10,9,239669.25541871708
APO,11,10,1118652.9627906324
APO,12,11,181956.46801677212
APO,13,12,234230.18908168128
APO,14,13,184929.40844463985
APO,15,14,246401.16547586737
APO,16,15,230080.49734856837
APO,17,16,183637.72877885375
APO,18,17,190872.11193376532
APO,19,18,142730.39922043539
APO,20,19,155980.33937222796
APO,21,20,144900.9130833014
APO,22,21,125990.99693289249
APO,23,22,240469.03694408858
APO,24,23,156861.57356489627
APO,25,24,160879.09970899406
APO,26,25,174467.86751038686
APO,27,26,176295.56738409674
APO,28,27,177033.65427555816
APO,29,28,251747.59415096487
APO,30,29,1217498.726026468
APO,31,30,213463.14450347197
APO,32,31,147421.2785012987
APO,33,32,219633.61210944166
APO,34,33,149942.10773572727
APO,35,34,186376.71687958093
APO,36,35,142294.18060707184
APO,37,36,176781.05764766067
APO,38,37,211598.61554931794
APO,39,38,204224.4245028545
APO,40,39,196450.30688463058
APO,41,40,144717.22638237907
APO,42,41,180541.3281671753
APO,43,42,167991.08277290335
APO,44,43,1098946.428943705
APO,45,44,143792.40723535218
APO,46,45,201787.4539551646
APO,47,46,149456.82645426007
APO,48,47,201976.48633686625
APO,49,48,140876.41153163926
APO,50,49,159560.08031862517
APO,51,50,182244.70211364818
APO,52,51,163887.8617168906
APO,53,52,194841.42651531388
APO,54,53,237897.8837479212
APO,55,54,163199.9913239703
APO,56,55,188530.20615446748
APO,57,56,250337.35774083622
APO,58,57,218944.90567507938
APO,59,58,214986.17651041696
APO,60,59,172002.3552421377
APO,61,60,109966.51878286609
APO,62,61,189936.17256543654
APO,63,62,197787.5079444459
APO,64,63,209187.7158380187
APO,65,64,179826.28222691984
APO,66,65,241588.73217937292
APO,67,66,182914.7469579842
APO,68,67,245716.4772224272
APO,69,68,165366.4476854631
APO,70,69,142159.6458284273
APO,71,70,172826.48992775596
APO,72,71,174762.4575106737
APO,73,72,2081704.5376566916
APO,74,73,250799.65704206482
APO,75,74,222767.45597999133
APO,76,75,206673.6391489636
APO,77,76,203093.8280868598
APO,78,77,187131.37828028886
APO,79,78,250893.0802730409
APO,80,79,1081677.0918348874
APO,81,80,223593.16563935523
APO,82,81,147335.8023225601
APO,83,82,192435.13324560673
APO,84,83,202084.614007344
APO,85,84,192982.84593612427
APO,86,85,130503.01395249115
APO,87,86,220774.49644853533
APO,88,87,182942.33367586287
APO,89,88,265301.15138361655
APO,90,89,126369.41587379503
APO,91,90,187992.62156932132
APO,92,91,195350.12738267548
APO,93,92,169554.02444520034
APO,94,93,190734.39096406972
APO,95,94,237559.23625882657
APO,96,95,203074.95782627232
APO,97,96,192031.4574353831
APO,98,97,1144289.3891567222
APO,99,98,188705.6853279105
APO,100,99,112262.81123379772
TTA,1,0,199334.44369390747
TTA,2,1,230608.95588429392
TTA,3,2,152540.3093192613
TTA,4,3,205859.8101407929
TTA,5,4,220441.0290090791
TTA,6,5,2216514.7561665345
TTA,7,6,232529.41883833188
TTA,8,7,1243766.2652069356
TTA,9,8,2955204.54716242
TTA,10,9,171745.4995337682
TTA,11,10,2135599.7064407035
TTA,12,11,345473.80081607576
TTA,13,12,2173014.5165402014
TTA,14,13,1214841.0662758914
TTA,15,14,1564866.4837391786
TTA,16,15,1211518.5364466698
TTA,17,16,4123630.6005555578
TTA,18,17,2167099.0871550823
TTA,19,18,209670.8476134676
TTA,20,19,1180618.2584451986
TTA,21,20,1153839.6270842727
TTA,22,21,2104917.3059426704
TTA,23,22,1156200.6988238906
TTA,24,23,160081.7118470399
TTA,25,24,131012.36914473932
TTA,26,25,172962.39343852206
TTA,27,26,1171920.0611729366
TTA,28,27,2117611.379712491
TTA,29,28,2221747.804218583
TTA,30,29,3225906.4831556594
TTA,31,30,4576332.177091945
TTA,32,31,436846.08952396084
TTA,33,32,213437.31272738063
TTA,34,33,2127304.8039689073
TTA,35,34,2211548.1224289425
TTA,36,35,161181.96608473867
TTA,37,36,2208533.69400046
TTA,38,37,213474.06990635922
TTA,39,38,2175348.0786668654
TTA,40,39,2219747.1373519753
TTA,41,40,209140.98380940786
TTA,42,41,1180493.2030563063
TTA,43,42,172873.76729800654
TTA,44,43,1147882.0042665978
TTA,45,44,138429.8984978991
TTA,46,45,2242444.158738048
TTA,47,46,173472.10827507928
TTA,48,47,1245030.6138821193
TTA,49,48,1169338.10263592
TTA,50,49,1141281.6997140413
TTA,51,50,1210085.2090994462
TTA,52,51,169362.72168054103
TTA,53,52,2183647.445816603
TTA,54,53,1239980.1666742517
TTA,55,54,209524.3100179962
TTA,56,55,1209949.266160019
TTA,57,56,2251237.8855924467
TTA,58,57,2217202.6404854394
TTA,59,58,225949.39668320064
TTA,60,59,1180569.9686406946
TTA,61,60,144698.50094035774
TTA,62,61,2174711.0005032094
TTA,63,62,4194423.343504515
TTA,64,63,1197132.1981013983
TTA,65,64,2179450.242050737
TTA,66,65,1174950.0877461138
TTA,67,66,1155917.20861062
TTA,68,67,218269.93184748848
TTA,69,68,190061.2674780102
TTA,70,69,148371.02034396105
TTA,71,70,537861.9476825672
TTA,72,71,227527.69200124452
TTA,73,72,3119149.281929797
TTA,74,73,326603.0885204406
TTA,75,74,2183448.258118603
TTA,76,75,1208280.7734183604
TTA,77,76,1148942.4045503726
TTA,78,77,2214611.8815342234
TTA,79,78,246095.87034759542
TTA,80,79,146661.17349168874
TTA,81,80,195115.23370296237
TTA,82,81,2152617.1630481556
TTA,83,82,648720.287126359
TTA,84,83,1202824.6329248294
TTA,85,84,2166553.8965644385
TTA,86,85,190445.4793776201
TTA,87,86,226794.41856772974
TTA,88,87,4140849.286827513
TTA,89,88,1222230.9900379041
TTA,90,89,161726.25798481572
TTA,91,90,1228290.419530684
TTA,92,91,1195273.387716066
TTA,93,92,1169409.7590584764
TTA,94,93,1192037.8256793288
TTA,95,94,239038.68864377678
TTA,96,95,1230716.5501580788
TTA,97,96,2192438.696419689
TTA,98,97,217863.0560839753
TTA,99,98,2194944.225207007
TTA,100,99,120521.9787176859
CPSO,1,0,175117.93580413293
CPSO,2,1,179173.9060481396
CPSO,3,2,93594.60153950422
CPSO,4,3,193585.56748386
CPSO,5,4,194731.79976410168
CPSO,6,5,174958.61784942987
CPSO,7,6,135920.03315693312
CPSO,8,7,243405.98610433648
CPSO,9,8,255247.76722742018
CPSO,10,9,143877.08631025816
CPSO,11,10,183091.98442425803
CPSO,12,11,179609.71325176096
CPSO,13,12,1165849.54922737
CPSO,14,13,171745.3474453909
CPSO,15,14,202535.839445593
CPSO,16,15,1165016.182570966
CPSO,17,16,1170638.6473048273
CPSO,18,17,158333.06164686446
CPSO,19,18,143984.76858497114
CPSO,20,19,156500.09599444768
CPSO,21,20,141858.66742043852
CPSO,22,21,100746.58351660185
CPSO,23,22,1153731.5794825905
CPSO,24,23,157112.21809165002
CPSO,25,24,118666.18576766721
CPSO,26,25,158366.76532181888
CPSO,27,26,137917.50192011078
CPSO,28,27,114125.56365243302
CPSO,29,28,193619.50099506843
CPSO,30,29,216965.05981424378
CPSO,31,30,254000.80647294433
CPSO,32,31,146520.19021948817
CPSO,33,32,202530.73154390344
CPSO,34,33,120561.45497467443
CPSO,35,34,254141.70768008602
CPSO,36,35,142838.19412948954
CPSO,37,36,174390.71381907645
CPSO,38,37,1155401.8741640786
CPSO,39,38,171934.85719291266
CPSO,40,39,196550.28970958458
CPSO,41,40,1143078.5088728634
CPSO,42,41,179032.32402973785
CPSO,43,42,168514.07720415233
CPSO,44,43,118154.02202581803
CPSO,45,44,139177.79822181116
CPSO,46,45,107461.7525452487
CPSO,47,46,140082.38256363376
CPSO,48,47,164368.21213419744
CPSO,49,48,140725.52049404482
CPSO,50,49,99247.95955425383
CPSO,51,50,253419.1530740054
CPSO,52,51,168625.1605015396
CPSO,53,52,254620.6597854476
CPSO,54,53,1233109.536768954
CPSO,55,54,157191.18506964875
CPSO,56,55,187128.83641732464
CPSO,57,56,198582.9347385518
CPSO,58,57,129358.97375896186
CPSO,59,58,212675.60029454483
CPSO,60,59,171515.1875060264
CPSO,61,60,110512.73466531273
CPSO,62,61,1151146.421755058
CPSO,63,62,1170213.3834510709
CPSO,64,63,194018.26054687775
CPSO,65,64,182521.94300793638
CPSO,66,65,172645.4979503164
CPSO,67,66,152201.26708001696
CPSO,68,67,147664.0649014305
CPSO,69,68,163647.2203008272
CPSO,70,69,143635.8967139363
CPSO,71,70,154993.15346902877
CPSO,72,71,169773.65280489356
CPSO,73,72,152515.4359717338
CPSO,74,73,248751.73346148062
CPSO,75,74,166920.15243686052
CPSO,76,75,256230.74387510883
CPSO,77,76,159629.90609257625
CPSO,78,77,128478.47121213158
CPSO,79,78,133123.80268050727
CPSO,80,79,98325.02584836705
CPSO,81,80,160376.35648620714
CPSO,82,81,133662.23386865467
CPSO,83,82,184395.9104119815
CPSO,84,83,142143.7936500928
CPSO,85,84,148930.23493470467
CPSO,86,85,122620.8949539963
CPSO,87,86,221112.74376332236
CPSO,88,87,133565.07451635515
CPSO,89,88,221262.35994471895
CPSO,90,89,1097491.73649733
CPSO,91,90,252668.65414950866
CPSO,92,91,148051.17255388165
CPSO,93,92,165431.7483955683
CPSO,94,93,188568.08517400041
CPSO,95,94,193495.88301487488
CPSO,96,95,1146055.275504716
CPSO,97,96,192175.41270188164
CPSO,98,97,149535.24700772323
CPSO,99,98,189196.4171159442
CPSO,100,99,113242.61847979813
